"SITC","Country","Deficit.1996","Deficit.1997","Deficit.1998","Deficit.1999","Deficit.2000","Deficit.2001","Deficit.2002","Deficit.2003","Deficit.2004","Deficit.2005","Deficit.2006","Deficit.2007","Deficit.2008","Deficit.2009","Deficit.2010","Deficit.2011","Deficit.2012","Deficit.2013","Deficit.2014","Deficit.2015","Deficit.2016"
"0","St Vincent and the Grenadines",-0.017390731,-0.017346587,-0.014729258,-0.011244609,-0.010596696,0.00727617,0.002011216,-0.01042756,-0.012269098,-0.010487253,-0.012055894,-0.018241306,-0.024120083,-0.022526765,-0.025890158,-0.025180732,-0.037494633,-0.027906739,-0.032471968,-0.02202248,-0.023533915
"0","Grenada",-0.00752848,-0.005566174,-0.005195951,-0.003634022,-0.002601337,-0.002219298,-0.001799437,-0.002168485,-0.002976914,-0.003073949,-0.004925812,-0.005410329,-0.015682536,-0.00652738,-0.007055842,-0.014185415,-0.011022759,-0.011180672,-0.01125355,-0.00910573,-0.009394159
"0","Barbados",-0.032740373,-0.03135341,-0.031495932,-0.034481351,-0.0312681,-0.034974565,-0.030374612,-0.028623733,-0.032386158,-0.037566059,-0.039123923,-0.045696487,-0.063676274,-0.063510546,-0.062408531,-0.07373311,-0.071937443,-0.074407106,-0.076961646,-0.076729769,-0.071773545
"0","Trinidad and Tobago",-0.04801134,-0.043877324,-0.041130544,-0.02695291,-0.041205157,-0.052264167,-0.049342056,-0.042305594,-0.069372566,-0.067679808,-0.081260231,-0.138743544,-0.225886314,-0.202671502,-0.209539296,-0.243808224,-0.279194216,-0.311137442,-0.315806774,-0.284160033,-0.244412974
"0","Netherlands Antilles",-0.059996526,-0.058353349,-0.058188984,-0.054351866,-0.051030233,-0.057493132,-0.048999552,-0.04194143,-0.054993079,-0.058419372,-0.063376668,-0.067783842,-0.086694247,-0.096941142,-0.103779217,-0.03600878,NA,NA,NA,NA,NA
"0","Aruba",-0.026706366,-0.02656556,-0.025694358,-0.025084614,-0.025280922,-0.023920533,-0.023928689,-0.023405226,-0.024160722,-0.024946579,-0.032515687,-0.033656829,-0.041260678,-0.047142032,-0.05183825,-0.060594891,-0.065523182,-0.063838431,-0.06853575,-0.067092643,-0.083214781
"0","Guadeloupe",-0.004011634,-0.004421566,-0.004505559,-0.006011929,-0.004355737,-0.006268991,-0.002002011,-0.001505047,-4.08610000000001e-05,-0.001828722,-0.001777488,-0.00212814,-0.004126701,-0.004991569,-0.005134908,-0.004864096,-0.003458065,-0.003789149,-0.003650629,-0.003679909,-0.003482697
"0","Martinique",-0.004951199,-0.004464826,-0.003842741,-0.003829137,-0.003491576,-0.003178433,-0.002256004,-0.001744501,-0.001970247,-0.00238299,-0.004750482,-0.003295053,-0.004501955,-0.004010386,-0.003573569,-0.004389925,-0.002021788,-0.002276241,-0.002216404,-0.002180512,-0.002192999
"0","Colombia",0.311977242,0.701812706,0.529281813,0.518231833,0.477028864,0.297168087,0.256677685,0.30500977,0.31880763,0.501271059,0.35793061,0.032703079,-0.098117343,0.597108584,0.853447867,1.125367581,0.755371154,0.334297775,-0.300922177,-0.227623336,-0.29073081
"0","Venezuela",-0.196158357,-0.218822391,-0.262772431,-0.141653581,-0.124845852,-0.20354724,-0.147504316,-0.169395769,-0.131733942,-0.182957882,-0.176267388,-0.352600898,-1.193518218,-0.689047031,-0.820676834,-0.897079867,-1.322325529,-1.197168448,-1.022344568,-0.461499975,-0.507655443
"0","Guyana",0.00851046,0.011932738,0.020362931,0.018767831,0.039956847,0.042676377,0.026744967,0.032412542,0.019432046,0.023654918,0.025425313,0.01792143,0.003832112,0.015437941,0.016758822,-0.004289332,0.003226977,0.003989256,-0.001360825,0.008785192,0.027296487
"0","Suriname",-0.016817405,-0.009191135,-0.008517433,-0.004610725,0.00387654,-0.000462754999999999,0.00166102,-0.006704048,0.006932739,0.001920559,0.002668107,-0.002346283,-0.000706975999999998,-0.003499988,-0.012648009,-0.026564786,-0.029514199,-0.01927691,-0.01900612,-0.018254903,-0.008036128
"0","French Guiana",-0.000764884,-0.001164638,-0.001083531,-0.000814791,-0.000444275,-0.000324828,-0.000482833,-0.000442601,-0.000503989,-0.000627626,-0.000725583,-0.000540597,-0.001122427,-0.001134285,-0.001007711,-0.00118157,-0.000941424,-0.001516189,-0.001162209,-0.001316764,-0.001097918
"0","Ecuador",0.832572488,1.03251529,0.987850929,0.931115135,0.644312297,0.68344855,0.730072882,0.840084107,0.774839887,0.873380317,0.963079051,0.885820227,0.990314826,1.173963295,1.172737404,1.431260276,1.270316668,1.370378349,1.669976528,1.559351465,1.477873397
"0","Peru",-0.081261217,0.208274806,0.026696545,0.00907290999999999,0.097725978,0.074247961,0.120015222,0.159175541,0.183642427,0.349494985,0.514599082,0.421075764,0.596832566,0.539040291,0.594046639,0.917407766,1.016481885,0.92019333,0.848500799,1.065503065,1.026979018
"0","Bolivia",-0.02628391,-0.011345093,-0.003833912,-0.005050329,0.003167799,0.001386175,0.00299751,-0.006198294,0.001828352,0.012786091,0.011824178,0.007173274,0.015904653,0.047219698,0.052210659,0.05720918,0.064835668,0.09803858,0.134026482,0.08695113,0.040346856
"0","Chile",0.794583381,0.787404875,0.872449666,0.97923523,1.236130113,1.230360462,1.392336168,1.577182,1.721848137,1.920348634,2.250208237,2.244299724,2.324798672,2.275831799,2.12057661,2.294555966,2.380440139,3.007008345,3.283419558,3.168708947,3.575627971
"0","Brazil",0.710928989,0.930375145,0.805656844,1.175257954,0.935476139,0.752918796,0.819940238,1.123120673,1.289556667,1.557598612,1.759733198,1.932376744,1.675561418,1.796451715,2.08753399,3.265198132,2.617683014,0.91638103,1.572040245,2.485691039,2.070007908
"0","Paraguay",-0.006076141,-0.001116572,0.003386174,0.006276375,0.006186269,0.006164396,0.006654755,0.010621013,0.010105036,0.013148465,0.01768634,0.02193972,0.03130789,0.013922733,0.018551898,0.050186572,0.048064969,0.056417507,0.048865101,0.047332905,0.050768774
"0","Uruguay",0.059340579,0.05502109,0.060288799,0.069495331,0.077234433,0.062436653,0.037805107,0.109929627,0.353454557,0.490158532,0.29862645,0.332218039,0.111938143,0.113538888,0.101354071,0.145969241,0.17686552,0.202014592,0.217639348,0.331719659,0.261722961
"0","Argentina",0.460991361,0.478293808,0.472098663,0.523406645,0.51500257,0.479561706,0.472904124,0.45562171,0.488402127,0.598974777,0.706108422,0.740700487,0.778209912,0.640661452,0.679367189,0.953745776,0.965307814,1.112537937,0.962734157,0.91080161,0.85403778
"0","Falkland Islands (Islas Malvinas)",0.000458204,0.000307287,0.000132728,0.001226914,0.001154919,0.005944092,0.005990569,0.00505705,0.006632656,0.00906526,0.012169647,0.004744363,0.007027117,0.008114384,0.005322953,0.006871973,0.011034167,0.013509224,0.019473475,0.012879863,0.019434917
"0","Iceland",0.166810803,0.17364547,0.17677696,0.216351206,0.179746417,0.139500651,0.169613234,0.144730675,0.153689192,0.130770673,0.120872619,0.106811025,0.075367736,0.072147822,0.086567323,0.080708375,0.117357428,0.127756333,0.13501959,0.137238719,0.16889052
"0","Sweden",-0.042080598,-0.010973445,-0.000926846000000009,0.00113513900000001,-0.00478800700000001,0.000250717999999997,0.015172103,0.00396202900000001,0.00388203499999999,-0.009791515,-0.028231714,-0.030336553,-0.029815699,-0.03224089,-0.038495457,-0.039094054,-0.045822498,-0.035010719,-0.002137257,-0.043976858,-0.018121001
"0","Svalbard, Jan Mayen Island",-7.5189e-05,-0.000313816,-0.000121761,NA,-1.2655e-05,-1.206e-05,-1.1488e-05,-0.000134983,-0.000785811,-0.00487372,-0.000731466,-0.000101784,-8.12e-05,-2e-05,-0.00011,-6.757e-06,NA,NA,NA,-8.8e-05,NA
"0","Norway",0.046574413,0.069426043,0.065929539,0.119681356,0.115946249,0.074540236,0.087340699,0.093117413,0.060127581,0.05841307,0.123049909,0.14402894,0.05663003,0.259886554,0.439701947,0.273002381,0.194083053,0.264828649,0.373150306,0.418452263,0.581361643
"0","Finland",-0.072780817,-0.051792945,-0.007110529,-0.00147290899999999,0.006565098,0.040145341,0.042626454,0.038585125,0.026671936,0.031241923,0.02734838,0.023710297,0.031708849,0.023824568,0.032384262,0.027189533,0.02056543,-0.002932288,0.00531283,0.022210271,0.018333285
"0","Faroe Islands",0.007938467,0.014176289,0.011154459,0.021953654,0.029912185,0.01002146,0.014473537,0.017053618,0.00661568,0.003899308,0.002584807,0.006671403,0.014736229,0.06133757,0.071636141,0.104338981,0.071921375,0.125567406,0.13721317,0.091334146,0.133268085
"0","Denmark",0.196408066,0.167085728,0.206169484,0.220632715,0.2757281,0.267786018,0.297403825,0.32730719,0.348182072,0.306308525,0.276557986,0.233125066,0.190016351,0.238139298,0.202740606,0.188674441,0.163285676,0.115692289,0.192093653,0.18094407,0.281123947
"0","United Kingdom",-0.510562755,-0.533766313,-0.491662808,-0.332315358,-0.277842888,-0.401892597,-0.316858611,-0.286174612,-0.307978818,-0.545876376,-0.567627815,-0.569382799,-0.58829801,-0.3817292,-0.448106745,-0.554358959,-0.546323749,-0.625700385,-0.630817831,-0.693135254,-0.649449805
"0","Ireland",-0.100670321,-0.104677406,-0.086841705,-0.062277536,-0.138566424,-0.085255871,-0.059717557,-0.045069511,-0.050318479,-0.029011217,-0.075313812,-0.07686369,-0.175744648,-0.075605244,-0.142883096,-0.03145598,0.01392517,-0.06960773,-0.061887346,0.097300104,0.029027375
"0","Netherlands",-0.482963492,-0.365805009,-0.238078729,-0.22445715,-0.122304098,-0.11448053,-0.173836808,-0.140837865,-0.147187772,-0.256072413,-0.311009124,-0.416889046,-0.583515482,-0.392609634,-0.405758486,-0.634208584,-0.567354597,-0.782406554,-0.89124178,-0.86817491,-0.699222522
"0","Belgium",-0.218968653,-0.1338935,-0.179481276,-0.177241364,-0.141904411,-0.11969808,-0.111194489,-0.107085237,-0.083473539,-0.11950659,-0.10345989,-0.142538931,-0.141734511,-0.150174361,-0.197035364,-0.187421085,-0.109418648,-0.157653578,-0.193739089,-0.213052887,-0.186489553
"0","Luxembourg",0.000246188,0.001800125,-0.002453324,-0.002971651,-0.00416747,-0.001507384,-0.013520682,-0.014165957,-0.009080874,-0.023540856,-0.021331784,-0.033852177,-0.036725145,-0.028684845,-0.031825638,-0.020340083,-0.031451909,-0.050630075,-0.014591885,-0.020315028,-0.011922793
"0","Andorra",-0.010978734,-0.002620298,-0.000598407,-0.000294978,-7.479e-06,-6.067e-06,-0.000315808,-5.9474e-05,0.000183356,0.000260314,-0.000910705,-0.001587508,-0.003755848,-0.00016153,-0.000131599,-0.000257103,2.524e-05,-0.002372258,-0.000843884,NA,-1.7084e-05
"0","Monaco",6.4563e-05,-0.000157465,-0.000167176,-0.00012603,0.00029799,-0.000158131,0.00032543,-9.9296e-05,-2.2768e-05,9.657e-06,-0.000434996,-0.004580667,-3.4239e-05,-0.006572892,-0.00567992,0.000368914,-0.000739398,7.6556e-05,6.3829e-05,3.06800000000001e-06,3.5456e-05
"0","France",-0.192489453,-0.184418293,-0.110316359,0.049535398,0.013534243,0.017226049,0.031385018,0.06530111,0.053598864,0.026240809,0.000860921000000014,0.017752138,-0.0278665890000001,0.057553769,0.025940616,0.160172779,0.200416972,0.219580104,0.262817789,0.344120303,0.428899009
"0","Germany",-0.255138408,-0.140903375,-0.150240164,0.00468515800000002,0.010747482,-0.143443491,-0.0989144,-0.046144444,-0.123940148,-0.167862261,-0.191350717,-0.171558393,-0.163091235,-0.0661043769999999,-0.175815807,-0.1364428,-0.0295467110000001,-0.115419209,-0.243746201,-0.0756658539999999,0.196958912
"0","Austria",0.0128401,0.014975692,0.010323988,0.012992119,0.007336239,0.010255097,0.015037217,0.008060987,0.003762721,0.011582217,0.00968626,-0.004847746,-0.029258315,0.00537952,0.019371344,0.019614865,0.035988409,0.029337688,0.038944747,0.047356453,0.055705784
"0","Czech Republic",-0.005473488,-0.009299471,-0.002474011,-0.001498841,-0.000647116,0.002239839,0.00113032,0.003663942,-0.004227506,-0.009883198,-0.010465129,-0.013746434,-0.010042089,-0.004460099,-0.006173189,-0.001006932,-0.002734565,0.001212976,0.005062515,0.00460337,0.008201045
"0","Slovakia",0.002383983,0.001049456,0.000773922,0.000892948,0.000624499,0.001177664,0.001853254,0.000426805,-0.000710363,-0.001419986,-0.001064936,-0.001297052,-0.019823356,-0.001344704,-0.002944297,-0.001259897,-0.001297064,-0.000745445,-0.000624568,-0.000122026,0.00092675
"0","Hungary",0.047840067,0.025935864,0.028365948,0.009706853,0.01553966,0.011949581,0.012343664,-0.000933422,0.005352497,0.004083807,0.002398224,-0.001595244,-0.005730942,-0.012358119,-0.00488167,0.000990044000000001,0.001625822,-0.01005099,-0.01257176,-0.004606302,-0.004223249
"0","Liechtenstein",0.001771884,0.000536678,0.000294781,NA,0.000434974,0.000327092,0.000372439,0.000529626,-0.000141655,0.000314418,NA,-5.1378e-05,-8.9651e-05,-9.0762e-05,-6e-06,-6.392e-06,-6.71e-06,-6.714e-06,-6.424e-06,-6.805e-06,0.000479412
"0","Switzerland",-0.014305847,-0.003046781,0.002830439,0.035477808,0.03038818,0.031212025,0.068752186,0.075240848,0.133316805,0.130386833,0.128170181,0.162606492,0.159134384,0.160055433,0.156475122,0.196505915,0.17130915,0.172079982,0.166736215,0.259091105,0.278492685
"0","Estonia",-0.024879555,-0.024695536,-0.051300505,-0.123493389,-0.03927448,0.0071575,0.00381188,0.002734057,0.0050558,0.001311277,-0.000771278,-0.002175362,-0.003227206,-0.003091344,-0.003037143,-0.002939916,-0.003632855,-0.006772527,-0.01134162,-0.009902451,-0.014014065
"0","Latvia",-0.077088397,-0.105120356,-0.099736048,-0.14371501,-0.075558015,-0.039014342,-0.027600564,-0.031076451,-0.015029004,-0.021749341,-0.022586274,-0.042843292,-0.07206383,-0.065732979,-0.066520474,-0.074020271,-0.069828703,-0.034910747,-0.055316729,-0.00998518,-0.008064846
"0","Lithuania",-0.003723389,-0.005273389,0.014586635,0.01846503,0.030312643,0.016199646,0.016795184,-0.00120134,-0.060603117,-0.077388338,-0.059195429,-0.12079282,-0.138967793,-0.080926177,-0.108285477,-0.098731269,-0.124145453,-0.135799341,-0.087399629,-0.032177592,-0.012153787
"0","Poland",-0.14343625,-0.042451572,-0.032798409,0.020255245,0.040897988,0.028495812,0.081197353,0.093425966,0.072538201,0.082063642,0.071444682,0.094040213,0.089256373,0.06025778,0.036381254,0.094577272,0.146528413,0.04342323,0.200780206,0.255977926,0.292027235
"0","Russia",-1.132110736,-0.983352631,-0.569014536,-0.156070909,-0.510632513,-0.634260839,-0.249908903,-0.272374493,-0.47484724,-0.564144714,-0.361729321,-0.775045936,-1.365284017,-0.988411291,-0.774711041,-0.88413651,-1.283959003,-0.65352868,-0.308639017,0.205442614,0.317910551
"0","Belarus",-0.010011755,-0.000932845,-0.000353714,-0.000109996,-0.000169231,7.2728e-05,1.7697e-05,4.4188e-05,-8.7435e-05,0.000282893,2.2773e-05,-0.001481615,-0.00111589,-0.016610019,-0.000760717,0.000776424,4.46749999999997e-05,0.001063446,-0.001677758,0.000712603,-0.001330396
"0","Ukraine",-0.043435743,-0.018443002,-0.012191621,-0.020565537,-0.00249379,-0.01444709,-0.004442771,-0.008264344,-0.107772053,-0.090341456,-0.092924334,-0.15755238,-0.298153734,-0.136780667,-0.16578038,-0.142239019,-0.148289988,-0.234565024,-0.087898403,-0.003943948,-0.010340792
"0","Armenia",-0.032268109,-0.021209198,-0.017916605,-0.007531679,-0.007719744,-0.0064049,-0.004075408,-0.001213185,-0.000339584,0.000148495,0.000344214,-0.006033139,-0.00916054,-0.00090835,-0.004651969,-0.009110745,-0.007982606,-0.017436374,-0.011676408,-0.001538198,-0.000709818
"0","Azerbaijan",-0.004245667,-0.005652196,-0.007435513,-0.008954037,-4.39100000000001e-05,-0.000644915,-0.008230982,-0.020136774,-0.037921662,-0.017871439,-0.001256827,-0.002206638,-0.013791982,-0.006994831,-0.011084691,-0.01688197,-0.036492358,-0.024566444,-0.021895776,-0.005031758,-0.004838819
"0","Georgia",-0.04602891,-0.027591028,-0.054806783,-0.01872343,-0.044893227,-0.024139205,-0.027218308,-0.041106957,-0.075070856,-0.076324397,-0.039387494,-0.041427601,-0.072451581,-0.077353903,-0.090805809,-0.1175388,-0.120672806,-0.100815869,-0.097315356,-0.06685698,-0.028177694
"0","Kazakhstan",-1.2847e-05,0.000104435,-0.004256175,0.002042411,0.008090066,0.003900149,-0.005038175,-0.010013385,-0.005795747,-0.014483464,-0.0206573,-0.012342987,-0.026334305,-0.013833447,-0.023148606,-0.044533021,-0.120074222,-0.076668847,-0.052915606,-0.04635824,-0.070743538
"0","Kyrgyzstan",-0.015504905,-0.008980075,-0.001020975,-0.004782409,-0.009663977,-0.001753726,-0.002210422,-0.000162642,-0.00038493,-6.9104e-05,-0.000280066,-0.002773048,-0.004050368,-0.01424866,-0.017781916,-0.010014399,-0.023337976,-0.017025362,-0.005496761,-0.002456799,-0.001718996
"0","Moldova",-0.007941492,-0.000370051,-0.001810986,-0.00202756,0.001090382,-0.017391293,-0.013449856,-0.013421324,-0.027509902,-0.023120963,-0.011806135,-0.031965535,-0.037562521,-0.010709344,-0.012366556,-0.012487567,-0.018874485,-0.014163702,-0.00608802,0.005542663,0.005166251
"0","Tajikistan",-0.010045282,-0.012649164,-0.009035477,-0.008471952,-0.007344243,-0.01709059,-0.0083601,-0.013633463,-0.009085779,-0.006260794,-0.003972284,-0.005623761,-0.00420529,-0.004343386,-0.010502872,-0.006947506,-0.003678297,-0.006657487,-0.005857637,-0.003417141,-0.004779868
"0","Turkmenistan",-0.012313421,1.555e-06,-0.000256274,-0.001384679,-0.002927122,-0.000688911,-0.001995521,-0.001729388,-0.000954627,-5.291e-06,-0.00057219,-0.000155197,-0.004342554,-0.005131354,-0.001556295,-0.000396895,-0.008002906,-0.023749877,-0.019376972,-0.006688342,-0.001196947
"0","Uzbekistan",-0.080825487,0.000210737,-0.00026285,-4.3413e-05,-0.000231625,-0.010780062,-0.026514108,-0.012539541,-0.007901852,-5.7326e-05,0.000157743,0.000693993,-0.000578754,0.000364341,0.001463837,0.002197257,0.001867978,0.000629666,0.000989984,0.003236404,0.003787845
"0","Spain",-0.178496721,-0.179243382,-0.063237896,0.16308089,0.152451839,0.104212083,0.103938725,0.066665497,-0.00215503900000003,-0.060601769,-0.00728093900000004,-0.411509921,-0.341312052,-0.000420650999999994,-0.020625243,-0.19810196,-0.063588678,-0.269484216,-0.406408858,-0.252649936,-0.076378973
"0","Portugal",-0.162931098,-0.150304168,-0.086852061,-0.109580427,-0.080054728,-0.081474648,-0.069619499,-0.082697832,-0.094642167,-0.089276724,-0.081626005,-0.115719801,-0.128052516,-0.02523545,-0.073438467,-0.155401133,-0.061377493,-0.059339779,-0.089454632,-0.022752637,-0.031178465
"0","Gibraltar",-0.0001263,-0.000371689,-0.000124084,-0.000512007,-9.058e-06,NA,-2.559e-06,NA,NA,-2.559e-06,-2.4528e-05,-0.000120626,NA,-0.000140701,-7.6727e-05,NA,NA,-2.4675e-05,-0.000353173,-0.000180064,-0.000210627
"0","Malta",-0.019917972,-0.008063443,-0.006487028,-0.010796349,-0.010767872,-0.0095722,-0.012566174,-0.009331468,-0.003417684,-0.00573569,-0.005012902,-0.005920268,-0.000726902,-0.007043319,-0.000341293,-0.002010253,-0.00323257,-0.003892284,-0.005253719,-0.002475772,-0.00039342
"0","San Marino",-0.0003424,-0.000449765,-0.003100563,-0.001706265,0.000632907,-0.000969095,-0.00319814,-0.000822339,-0.001175115,-0.000956292,-0.003103986,-0.002825523,-0.002432733,-0.000508968,-0.000766116,-0.000301028,-0.000387404,-0.000572725,-0.002263917,-0.00011063,-0.000615979
