"SITC","Year","ImportsPct"
"0","1996",0.00356893151070344
"7","1996",0.0447868378440039
"6","1996",0.011314379632972
"5","1996",0.00553930513937928
"1","1996",0.00081526501716007
"2","1996",0.00262939948816079
"3","1996",0.00901552980210365
"8","1996",0.0162512157240562
"9","1996",0.00357132278882003
"4","1996",0.000198573376583294
"5","1997",0.00584617467595981
"1","1997",0.000881605960620317
"7","1997",0.0459949992925597
"4","1997",0.000184256342219899
"2","1997",0.00255894972434222
"6","1997",0.0117296535711216
"8","1997",0.0173110084197015
"0","1997",0.00374696386385549
"3","1997",0.00904220757030842
"9","1997",0.0037524348144276
"1","1998",0.000853311020331822
"4","1998",0.000169971636997756
"7","1998",0.0466415955762883
"2","1998",0.00232170757382388
"6","1998",0.0123297613258593
"3","1998",0.00634221255490032
"5","1998",0.0060094789797782
"9","1998",0.00427180568652907
"8","1998",0.0179301449870176
"0","1998",0.00367625075969282
"1","1999",0.000891798611990974
"4","1999",0.000145813786514295
"6","1999",0.0121105550409912
"7","1999",0.0496729894772581
"5","1999",0.00643916666211208
"8","1999",0.0182880375492205
"2","1999",0.00224818071962404
"0","1999",0.00363254795965054
"9","1999",0.00486339537264766
"3","1999",0.00778435979462973
"2","2000",0.00217471065407203
"4","2000",0.000136099611562694
"6","2000",0.0130258285067284
"1","2000",0.000900306341785937
"7","2000",0.0537869071815689
"8","2000",0.0195338502495916
"9","2000",0.0050355458455196
"3","2000",0.0129890392622122
"0","2000",0.00357731291264779
"5","2000",0.00715942700412259
"2","2001",0.00190678786693404
"6","2001",0.0115856901073264
"7","2001",0.0470610217416069
"5","2001",0.00742534665245062
"0","2001",0.00350465340902672
"8","2001",0.0186490951332166
"4","2001",0.000112062233613888
"1","2001",0.000916565098005988
"3","2001",0.011568060915005
"9","2001",0.00478160251661677
"1","2002",0.000981054349168754
"4","2002",0.000122412066408563
"7","2002",0.0460618476724209
"8","2002",0.0186958303907994
"5","2002",0.0078393642527898
"2","2002",0.00180109400473696
"6","2002",0.0115633761835573
"3","2002",0.0106667938494193
"0","2002",0.00356984946044181
"9","2002",0.00469232465725347
"1","2003",0.00104062567828195
"4","2003",0.000137622255901031
"7","2003",0.0454895586175471
"6","2003",0.0115479648705118
"3","2003",0.0135144606522627
"8","2003",0.0190203629749711
"5","2003",0.00877883128628146
"0","2003",0.00372700258854805
"2","2003",0.00173869672435212
"9","2003",0.0044157392949169
"1","2004",0.00103679149410586
"7","2004",0.0485893870768805
"0","2004",0.00382594626677203
"9","2004",0.00439062238543695
"6","2004",0.0138708174346023
"4","2004",0.000186402143153916
"5","2004",0.00920688271106078
"3","2004",0.0168360160846117
"2","2004",0.00214080845090388
"8","2004",0.0196488205652999
"6","2005",0.0145704097747772
"1","2005",0.00106465133606238
"7","2005",0.0495816850962677
"9","2005",0.0045396532413298
"0","2005",0.00392740662562912
"4","2005",0.000184700462283388
"3","2005",0.0221268642628134
"5","2005",0.00979625225474847
"2","2005",0.00218220312776373
"8","2005",0.0198322577013373
"1","2006",0.00114229122648114
"6","2006",0.0160996913644007
"5","2006",0.0102833950441328
"3","2006",0.0239970221604515
"7","2006",0.0512386692421279
"9","2006",0.0046456181289559
"4","2006",0.000205899397440801
"8","2006",0.0199491274291818
"2","2006",0.00219081841410518
"0","2006",0.00404884283864635
"1","2007",0.00119618470830801
"6","2007",0.0156922277205476
"7","2007",0.0509867117551942
"0","2007",0.00420364994646903
"9","2007",0.00452130057150356
"5","2007",0.0107332425920042
"3","2007",0.0252104285858844
"8","2007",0.0202913864704785
"2","2007",0.00210816084641101
"4","2007",0.000228409526578991
"1","2008",0.00116949951272539
"9","2008",0.00482720927595016
"7","2008",0.0489975213784599
"6","2008",0.0157409066780808
"0","2008",0.00449653762660851
"3","2008",0.0334192569941435
"5","2008",0.0119910975802726
"8","2008",0.0197017580611607
"2","2008",0.00223281850074056
"4","2008",0.000347362088785618
"6","2009",0.0105338508538218
"0","2009",0.00429897145907745
"9","2009",0.00452994635764667
"7","2009",0.0395285444186369
"5","2009",0.0104882344900719
"3","2009",0.0188463031968208
"4","2009",0.000253758416986275
"8","2009",0.0171660400522238
"2","2009",0.00143702247047237
"1","2009",0.00108414037388946
"0","2010",0.00469933860983401
"3","2010",0.0237208255584587
"6","2010",0.0129977115987945
"7","2010",0.0476988381166636
"4","2010",0.000282805739822512
"1","2010",0.0011167127023469
"5","2010",0.0115817745807383
"9","2010",0.00465995888822806
"8","2010",0.01919770635114
"2","2010",0.0018917573418246
"8","2011",0.0198727241991507
"0","2011",0.00531519272246889
"9","2011",0.00507538949097494
"7","2011",0.0512492823560533
"3","2011",0.0292461322876807
"6","2011",0.0148730434312633
"4","2011",0.000416240763247604
"5","2011",0.0127838924502027
"2","2011",0.00226975670799528
"1","2011",0.00118269761771889
"0","2012",0.00523542270771821
"3","2012",0.026236606905288
"4","2012",0.000362509173583901
"7","2012",0.0538452922634058
"6","2012",0.0145319230113956
"5","2012",0.0121438126702692
"8","2012",0.0197450560814098
"9","2012",0.00531619395870086
"1","2012",0.00121685210853404
"2","2012",0.00226542598014274
"7","2013",0.053133549091933
"3","2013",0.0227515925678938
"6","2013",0.0140663222516251
"8","2013",0.019963765562412
"0","2013",0.00528471097229129
"9","2013",0.0053143627133571
"4","2013",0.000339541577389689
