"SITC","Year","ExportsPct"
"0","1996",0.00565273336238611
"7","1996",0.0377991078210415
"6","1996",0.0068841650445668
"5","1996",0.00776907778486951
"1","1996",0.000990692065504555
"2","1996",0.00398562059751611
"3","1996",0.00150924420927878
"8","1996",0.00885323528801758
"9","1996",0.00321871513579912
"4","1996",0.00022774015802079
"5","1997",0.00822752388371958
"1","1997",0.000936623592960446
"7","1997",0.0409642317451356
"4","1997",0.000255663533716675
"2","1997",0.00374088300121972
"6","1997",0.00723439079444735
"8","1997",0.00918707570494279
"0","1997",0.00479476909751989
"3","1997",0.00146621310077249
"9","1997",0.00306693565232038
"1","1998",0.000861804795031466
"4","1998",0.000305348606367997
"7","1998",0.0394059257640937
"2","1998",0.00288907481560533
"6","1998",0.00679976362573164
"3","1998",0.00110788567948774
"5","1998",0.00762114531311887
"9","1998",0.00289209479338116
"8","1998",0.00876743462262905
"0","1998",0.00421576406394402
"1","1999",0.000700200465395524
"4","1999",0.000200259536467714
"6","1999",0.00643407433265015
"7","1999",0.038208778349999
"5","1999",0.00745179863041633
"8","1999",0.00844977906734571
"2","1999",0.00250270486170631
"0","1999",0.00395802650094197
"9","1999",0.00276454923783202
"3","1999",0.00102748871860961
"2","2000",0.00282278773335408
"4","2000",0.000139921303185283
"6","2000",0.00699964837303594
"1","2000",0.000663193525882856
"7","2000",0.0400785306628228
"8","2000",0.00906033102179916
"9","2000",0.00287887650192517
"3","2000",0.00129703295008167
"0","2000",0.00391482087235532
"5","2000",0.00802563525707841
"2","2001",0.00264358353066335
"6","2001",0.00627556253403378
"7","2001",0.0353111451778418
"5","2001",0.00775032995302115
"0","2001",0.00387629323231467
"8","2001",0.00833418223596754
"4","2001",0.000129785522604455
"1","2001",0.000531421582970871
"3","2001",0.00121121831939973
"9","2001",0.00275964406371801
"1","2002",0.000425486921156912
"4","2002",0.000174459420542018
"7","2002",0.0318593377921202
"8","2002",0.00748234553413801
"5","2002",0.00761496263794124
"2","2002",0.00256237747164655
"6","2002",0.00592658814219995
"3","2002",0.00106485627028012
"0","2002",0.00367070677968572
"9","2002",0.00237144561721703
"1","2003",0.000415923720885785
"4","2003",0.000174827494244486
"7","2003",0.0305591294774427
"6","2003",0.00588117953695257
"3","2003",0.00122032274336053
"8","2003",0.00737263514755836
"5","2003",0.00817961136994275
"0","2003",0.00375957533816362
"2","2003",0.00291425560044133
"9","2003",0.00239822714795799
"1","2004",0.000390256183268295
"7","2004",0.0319374886972603
"0","2004",0.00371224998900195
"9","2004",0.00225250629854418
"6","2004",0.00640504886768935
"4","2004",0.000163218079984358
"5","2004",0.00921462325493487
"3","2004",0.00154922047030933
"2","2004",0.0030186075902044
"8","2004",0.00774222188848789
"6","2005",0.00679900474411358
"1","2005",0.000342718061510497
"7","2005",0.0329851626577667
"9","2005",0.00234646297333832
"0","2005",0.00370146012563294
"4","2005",0.000140163176947692
"3","2005",0.00203501303458915
"5","2005",0.00946306920228812
"2","2005",0.0031519484348198
"8","2005",0.00785296443908139
"1","2006",0.000367108675510072
"6","2006",0.00745401814216327
"5","2006",0.0100287107831321
"3","2006",0.00251427435135935
"7","2006",0.0350398299609553
"9","2006",0.00266812088511031
"4","2006",0.000149841511341739
"8","2006",0.00829356235603606
"2","2006",0.00361966262574066
"0","2006",0.00391040346819766
"1","2007",0.000371288248673813
"6","2007",0.00776530753370724
"7","2007",0.0362529894139222
"0","2007",0.00471712628826601
"9","2007",0.00310513412644361
"5","2007",0.0109681363462867
"3","2007",0.0029141213872465
"8","2007",0.00870195229989777
"2","2007",0.00431517533154667
"4","2007",0.000197405965975023
"1","2008",0.000371519055412879
"9","2008",0.00369591620908239
"7","2008",0.037164895001155
"6","2008",0.00847664810253693
"0","2008",0.005826009819616
"3","2008",0.00521392746633511
"5","2008",0.0122115258213417
"8","2008",0.00901405162671721
"2","2008",0.00519492496337967
"4","2008",0.000300993300313889
"6","2009",0.0065692535650232
"0","2009",0.0049659525777636
"9","2009",0.00303062945230846
"7","2009",0.0306149170228245
"5","2009",0.0110892098754395
"3","2009",0.0038039706721133
"4","2009",0.000223105051426273
"8","2009",0.00831860917086839
"2","2009",0.0042788700910623
"1","2009",0.000346687555466165
"0","2010",0.00552414291839299
"3","2010",0.00543193323200396
"6","2010",0.00799885823902061
"7","2010",0.0348742115673866
"4","2010",0.000286081033118601
"1","2010",0.000364672439924087
"5","2010",0.0126520863208682
"9","2010",0.00391869873125551
"8","2010",0.00895329502900217
"2","2010",0.00541629965063751
"8","2011",0.00927278275881402
"0","2011",0.00654663129895153
"9","2011",0.00478410507826446
"7","2011",0.0375503848790751
"3","2011",0.00839695432010775
"6","2011",0.00901856258656133
"4","2011",0.000293523054988111
"5","2011",0.0133691371595383
"2","2011",0.00590571001043956
"1","2011",0.000397542579214971
"0","2012",0.00621495332584353
"3","2012",0.00848882366040866
"4","2012",0.000259684356588859
"7","2012",0.0387791954624798
"6","2012",0.00878443726758401
"5","2012",0.0128332844894864
"8","2012",0.00939390470792867
"9","2012",0.00484134593266606
"1","2012",0.000405733234542225
"2","2012",0.00568369694806039
"7","2013",0.0382523487479855
"3","2013",0.00891015254129347
"6","2013",0.00868302049390408
"8","2013",0.00937731477224935
"0","2013",0.00641122024365695
"9","2013",0.00457323052427882
"4","2013",0.000200461704520265
"5","2013",0.012535294061768
"1","2013",0.000432729389869095
"2","2013",0.00518967884911482
"3","2014",0.00893550801639731
"6","2014",0.00865538418073834
"0","2014",0.006470972048456
"4","2014",0.000171243305851171
"9","2014",0.00380409853309646
"5","2014",0.0122005929527801
"7","2014",0.0382219567861393
"1","2014",0.000419059803140326
"2","2014",0.0050021747534942
"8","2014",0.00928997396542307
"5","2015",0.0114666062927603
"6","2015",0.00763608722492044
"7","2015",0.0357570051587328
"0","2015",0.00562171091963009
"3","2015",0.00587739567989532
"4","2015",0.000154880585254427
"1","2015",0.000429646455374073
"2","2015",0.00406638033731413
"8","2015",0.008831053902842
"9","2015",0.00357836291413016
"8","2016",0.00847625649225234
"3","2016",0.00509559677797586
"5","2016",0.0106484158919906
"6","2016",0.00711370331584702
"7","2016",0.0337015744092444
"4","2016",0.000152853753561445
"1","2016",0.000420564917245205
"2","2016",0.00392439094404559
"0","2016",0.00538112818607307
"9","2016",0.00338187532587562
